             x               y
       0.584643       0.336802
       0.729148       0.859066
       0.288369       0.823908
       0.404645       0.627308
       0.984069       0.581286
      0.0621052       0.477248
          0.133       0.539842
       0.464156       0.955626
      0.0917386       0.140446
       0.257271       0.715171
        0.62508       0.419202
       0.841639       0.530442
       0.983978       0.398968
       0.320872       0.073336
       0.704062       0.319102
       0.938414       0.229621
       0.780969       0.734214
       0.905911       0.237648
       0.379009      0.0132145
      0.0310068       0.430738
       0.729179       0.270272
      0.0500504       0.864223
       0.372967       0.258309
      0.0718711       0.608509
       0.408094       0.256935
      0.0393689       0.989624
       0.892422       0.485611
        0.61507       0.557726
      0.0623493      0.0734581
       0.396283      0.0661336
       0.521989         0.1171
       0.867153       0.240699
      0.0589007       0.857479
       0.992889       0.621906
       0.243782       0.507065
       0.862972       0.260079
       0.468825       0.758965
       0.289377       0.545885
       0.582171       0.508469
        0.76632       0.956359
       0.774407       0.819208
       0.697195       0.998321
       0.873012       0.664296
       0.295846       0.130589
       0.701346       0.474532
      0.0673849       0.945616
       0.658437      0.0240181
       0.275796       0.392132
       0.175542       0.685385
       0.303842       0.320566
       0.206214       0.585009
       0.311808       0.131199
       0.405347       0.690146
       0.101566       0.807733
       0.154424       0.358837
       0.591632        0.11652
      0.0884121       0.384045
       0.810053       0.253243
       0.280923      0.0628986
       0.810968       0.718039
       0.743889       0.323069
       0.421369       0.700247
       0.397778       0.436567
       0.224158       0.754509
       0.169195       0.352947
       0.683706      0.0487991
       0.370983       0.182775
       0.820246       0.966277
      0.0224311        0.86288
       0.339457        0.34138
        0.26484       0.534318
        0.62331       0.112735
       0.529099       0.664632
        0.48851       0.672628
        0.61156       0.445357
       0.118625       0.695273
       0.314219       0.496353
       0.076632       0.724845
        0.80578       0.407758
       0.803339       0.304575
       0.359447       0.151402
       0.508744       0.927976
       0.624134       0.892483
       0.862117       0.593585
      0.0849635       0.232521
       0.387036       0.244697
       0.869655       0.415998
       0.968047       0.874966
       0.556627       0.530381
       0.374462        0.58092
       0.141484       0.231849
       0.208441       0.343822
       0.817957      0.0277413
       0.182867        0.82046
       0.729331       0.646779
       0.135594       0.925443
       0.347118       0.528336
       0.686392       0.485549
       0.632832       0.962371
       0.942534       0.747795
       0.639058       0.910642
       0.159612      0.0218818
       0.706442      0.0412305
       0.763726       0.239265
       0.912473     0.00686666
        0.64098       0.708823
       0.928617       0.498764
       0.101077       0.851436
       0.941801       0.106998
       0.420942       0.194311
       0.796564        0.51912
       0.374523       0.406384
      0.0142827       0.087405
       0.655354       0.655477
       0.845637       0.296945
       0.597858      0.0697348
      0.0121158       0.165014
       0.103702       0.583361
       0.293985       0.103641
       0.179571        0.94821
       0.619312        0.27607
       0.992431       0.193274
       0.812006        0.97879
       0.848567       0.312052
       0.653768      0.0800501
     0.00299081       0.460005
       0.416913      0.0465102
       0.704917       0.442946
       0.524308       0.588702
       0.385632       0.777795
       0.492233       0.457106
       0.395795       0.106601
        0.81283       0.419782
       0.197119       0.245674
        0.93234       0.953063
       0.416028        0.65041
        0.98114       0.676046
       0.664357       0.577532
       0.412061      0.0607929
       0.534135       0.725974
       0.203131        0.44911
       0.672536       0.637226
       0.781091        0.90698
       0.342875       0.636982
       0.321726       0.948454
        0.37846       0.598865
       0.583605        0.65981
       0.935148       0.311747
       0.931028       0.255226
       0.948912       0.731834
       0.702811       0.595569
       0.704794       0.900815
       0.583148       0.701193
       0.423658        0.81106
       0.130345       0.790033
       0.272317       0.999695
       0.120396       0.872585
       0.704123       0.152074
       0.860988       0.434675
       0.535661       0.496536
       0.132389       0.239143
        0.66628       0.271249
       0.912046       0.778375
       0.846095      0.0447096
       0.537858        0.40791
       0.399274       0.170904
        0.46794       0.693564
       0.308786       0.160558
       0.291757     0.00210578
       0.568407       0.249519
       0.149754       0.867824
       0.208838       0.945921
       0.217414       0.165197
       0.903684       0.836787
       0.409803       0.620106
       0.561876       0.435896
       0.963439       0.689596
        0.81283       0.353801
      0.0509659       0.342326
       0.789972       0.571459
      0.0857265       0.770684
       0.119785      0.0983612
       0.871548        0.56563
       0.522202       0.797143
       0.254707       0.385784
       0.927976       0.654927
       0.434431       0.651875
       0.520707        0.28367
       0.587115       0.297891
       0.608386       0.929899
       0.961943       0.109989
       0.731346       0.775628
       0.103061       0.684744
       0.913053        0.81164
       0.355174       0.537461
       0.459395      0.0640278
       0.308298        0.39259
       0.213294       0.455824
       0.338633       0.186621
       0.670461      0.0842006
       0.900998       0.815271
       0.862941       0.195471
       0.729667       0.156102
       0.416211       0.638203
       0.603778        0.39787
       0.686636      0.0761437
       0.833094       0.207343
       0.385113       0.742515
       0.120975       0.765893
       0.593188      0.0160222
       0.960631       0.205847
       0.578295       0.600848
       0.220435       0.478988
        0.31373       0.591174
      0.0755333       0.187628
       0.110263       0.201697
       0.940733       0.409955
       0.265114       0.445631
        0.56212      0.0506912
        0.13477       0.540971
       0.922941       0.748589
       0.538102       0.326609
       0.120121       0.871395
       0.895505       0.469649
       0.867946       0.630543
       0.010712       0.744621
       0.784539       0.845759
       0.901791       0.166509
        0.11832        0.39143
       0.586474       0.258553
      0.0697958       0.856044
       0.229591       0.235786
       0.365429       0.445509
       0.557665        0.38609
       0.239601       0.662069
       0.947264       0.429731
       0.481338       0.789697
      0.0936918       0.138554
       0.701315       0.717582
       0.666036       0.996338
       0.476058        0.13245
       0.854366       0.181188
       0.525407       0.611713
       0.216193       0.651906
       0.579302       0.647755
       0.727989       0.618427
      0.0902127       0.135441
       0.447584        0.17893
       0.447768       0.353801
       0.694876       0.403851
       0.851314       0.972839
       0.155553       0.648518
       0.497055       0.117191
       0.815577       0.375469
       0.235969      0.0176092
       0.131565       0.268075
       0.358623       0.281655
       0.344035       0.915922
       0.662984       0.314524
       0.339213       0.854152
        0.46202       0.921995
       0.966063       0.237373
        0.68685        0.62566
       0.214698       0.929807
       0.741752       0.722953
       0.162358       0.292093
       0.267525       0.621967
      0.0929594       0.447523
       0.469283       0.483261
       0.697134       0.307199
       0.164861       0.699576
       0.758202       0.136753
       0.210273       0.244362
       0.231025       0.945067
       0.458266       0.421247
       0.119663       0.476547
        0.90643      0.0444655
      0.0597247      0.0883511
       0.190954       0.582842
      0.0126347       0.293283
       0.082522       0.297372
       0.976989       0.250282
       0.139866       0.904599
       0.123997       0.983276
       0.178594        0.79635
       0.263009       0.609699
       0.709891       0.347575
      0.0431532       0.360363
     0.00680563        0.34315
       0.797815       0.671224
       0.953459      0.0551469
       0.437727       0.128788
       0.333567     0.00180059
       0.299326       0.550462
       0.715171        0.91934
        0.35432       0.980651
       0.586566       0.977691
       0.686819       0.884182
       0.901273       0.772149
       0.644429       0.318491
       0.686728       0.121128
        0.56917       0.365276
       0.874203       0.202155
       0.515091        0.60329
      0.0052797      0.0567034
       0.858058       0.903287
       0.972045       0.995788
       0.204718       0.326762
       0.445936       0.936827
       0.506333       0.409131
       0.153172       0.203681
       0.783929       0.609241
       0.651601       0.820765
       0.371227       0.205664
        0.76577       0.832301
      0.0811792       0.422193
       0.336711        0.67861
       0.202734      0.0624409
       0.442213       0.160009
       0.733757       0.435987
       0.744102      0.0200812
       0.756767       0.856288
       0.118778       0.678915
       0.363323       0.492508
       0.227119       0.148503
      0.0335398       0.856044
        0.18012       0.660817
       0.876919        0.70278
       0.956572      0.0397351
       0.640797       0.633015
       0.728751       0.348918
       0.892605       0.169591
         0.7528       0.845912
       0.282113       0.596026
       0.979644       0.774194
       0.290231       0.335337
      0.0427564      0.0245064
       0.370159       0.151555
       0.779656         0.1966
       0.887387       0.954466
       0.942015       0.092288
       0.765007       0.488998
       0.252235       0.171789
       0.239967       0.691183
       0.461653     0.00399792
       0.637379       0.990661
        0.56682       0.242256
       0.568102       0.342235
       0.840541       0.156529
       0.456954       0.266976
       0.833369       0.253822
       0.806848       0.684378
      0.0021363      0.0175481
       0.105686       0.816767
       0.121891       0.297159
       0.782067       0.947203
       0.136753       0.379681
        0.11597       0.312235
       0.607135       0.273995
       0.511032       0.910672
       0.408338       0.239235
      0.0340281       0.509323
       0.837855      0.0886563
       0.628498       0.627796
       0.786676        0.30015
         0.9082       0.782617
       0.131565       0.464461
       0.937162       0.772423
     0.00430311       0.102908
       0.902097       0.285653
      0.0939665       0.385113
      0.0836512       0.611621
       0.638783       0.778527
      0.0329905       0.736167
       0.263527       0.160985
       0.359294       0.603626
       0.319315       0.427259
      0.0351573       0.825983
       0.880947       0.120823
       0.625752        0.62035
      0.0592059       0.122715
       0.347972       0.256417
       0.783715       0.927824
       0.365978       0.795007
       0.712607       0.540635
       0.229316       0.398358
       0.425672       0.521226
        0.85989       0.994842
       0.556688       0.212867
       0.993896       0.577349
      0.0215461       0.682699
       0.485183        0.91879
       0.998566       0.406232
       0.376324       0.983856
       0.816492       0.227668
       0.143132       0.820063
       0.407453       0.626423
      0.0196844       0.208228
       0.480422       0.821863
       0.809381       0.853938
      0.0715964       0.746971
      0.0886258       0.401227
       0.627949       0.422559
       0.209571      0.0501724
       0.280374       0.763085
     0.00762963      0.0587481
       0.462477       0.345134
       0.620411       0.911008
       0.531236       0.170537
       0.324381       0.432325
       0.546037       0.954344
        0.79519       0.633473
       0.861904       0.969756
        0.69805       0.564043
       0.693686       0.980834
      0.0146489       0.957274
       0.307108       0.294412
      0.0124516       0.946837
       0.993042       0.462416
       0.262886       0.637318
       0.481002        0.66567
       0.614551       0.809534
       0.948851       0.310709
       0.527909        0.54152
       0.283853       0.870846
        0.67745       0.027192
       0.752495       0.502274
       0.227577       0.373302
       0.734306        0.46733
       0.688894       0.656117
       0.676595       0.895169
       0.760399      0.0193182
       0.926237       0.911771
      0.0645466      0.0939665
       0.594409       0.670339
       0.181127       0.522111
       0.110935       0.313486
       0.886135       0.865078
       0.624439       0.398022
     0.00183111       0.677786
        0.90408       0.813959
       0.764824       0.030427
       0.899991       0.729118
       0.117374       0.258583
       0.617695       0.590167
       0.829432       0.222999
       0.463607       0.711631
        0.85641       0.860683
       0.717307       0.483963
       0.839869        0.30781
       0.286782       0.732109
       0.157018       0.376659
       0.403851       0.255623
       0.425214       0.667013
       0.414319      0.0818812
       0.867672      0.0934172
       0.320841       0.463057
       0.447096       0.110172
       0.233802       0.148778
       0.172796       0.414502
       0.386334       0.965453
       0.488052       0.409467
       0.870449       0.233222
       0.143712       0.208075
        0.74987      0.0523087
       0.464614       0.459609
       0.706229       0.989746
        0.41438       0.779382
        0.87463       0.197394
       0.365764      0.0632344
       0.024781       0.493484
       0.982116       0.468398
       0.744438       0.437544
       0.116153       0.340953
       0.780663       0.931486
       0.133366       0.872646
       0.195746       0.376598
       0.564409       0.766533
       0.493942       0.919126
       0.494705       0.694662
       0.374767       0.814356
       0.596271       0.827021
       0.269936       0.441572
       0.208319        0.21482
       0.319376    0.000366222
        0.37315       0.307962
       0.943419       0.420087
       0.233009       0.388867
       0.666219       0.513047
        0.69512       0.203467
       0.348308       0.903592
       0.769829       0.570635
       0.482711       0.763359
       0.489425       0.251473
       0.712363       0.884854
       0.812922       0.859676
       0.224128       0.123783
       0.423566      0.0938444
       0.176366       0.742119
       0.825312      0.0738853
       0.815577       0.682394
       0.643849      0.0614948
       0.438948       0.305338
       0.539689       0.347301
       0.858974       0.621448
       0.638264       0.584643
       0.525956       0.547746
       0.884182        0.35255
        0.96527       0.221595
       0.225227       0.227821
        0.68508       0.902097
      0.0331126       0.148656
       0.211249       0.490677
       0.666494         0.3502
       0.405286       0.202155
       0.582842       0.653706
       0.721763       0.417463
       0.905637       0.390576
        0.56148       0.249092
       0.852474       0.742332
       0.376598       0.850887
       0.931242       0.777734
        0.68392     0.00292978
       0.309671       0.968627
       0.642598     0.00360118
       0.265236       0.465346
       0.352733       0.398877
       0.121403       0.913511
       0.530686       0.581225
        0.57622      0.0923795
       0.717673       0.788751
        0.82992       0.157628
       0.677877       0.535966
       0.417554        0.76809
       0.142277     0.00744652
       0.153111       0.878964
       0.554308       0.445692
      0.0908536       0.482162
       0.973785       0.064272
       0.910825      0.0752892
       0.795312       0.517777
       0.634175        0.14008
        0.43733       0.459395
      0.0751366       0.412183
       0.658315       0.217963
        0.93527       0.222999
       0.655751       0.125187
       0.946562       0.695303
        0.60509       0.524461
       0.969939      0.0731223
        0.79397       0.992767
       0.454543       0.968291
      0.0085757       0.806574
       0.165227       0.803705
        0.32844       0.183203
       0.583331       0.235389
       0.985107       0.328806
       0.887875       0.834315
          0.442       0.824152
       0.922819       0.809046
       0.351176       0.379681
      0.0572832      0.0509049
       0.543046       0.491012
       0.344218        0.28254
       0.705771      0.0257576
       0.884243       0.591144
       0.910245       0.273629
       0.800928       0.127781
       0.637135       0.490371
       0.733695        0.25425
        0.46202       0.467391
        0.25425       0.917875
      0.0550249       0.157628
       0.113468       0.536515
       0.651173       0.889859
       0.724296       0.174596
       0.647633       0.201361
       0.787347       0.291177
       0.484237       0.822047
       0.465499       0.841548
       0.463515       0.838954
       0.013245      0.0137333
       0.666189       0.574908
       0.267708       0.381146
       0.618885       0.210242
       0.906858       0.752068
       0.869869       0.680715
       0.881863        0.49794
       0.129368       0.881527
       0.929472       0.641499
       0.130497       0.709464
       0.570605       0.485733
       0.867244       0.974303
       0.501572      0.0651265
       0.365368       0.710257
       0.784265       0.200598
         0.6433        0.91937
       0.741111       0.438887
       0.018128       0.277688
       0.961638       0.658315
       0.414045       0.835597
       0.326548       0.621601
       0.828578       0.243385
        0.45558       0.257149
       0.613605        0.53383
       0.485458       0.950316
       0.726951       0.992248
       0.584063       0.625446
       0.610828        0.14594
       0.107486       0.900418
       0.853633       0.403943
       0.805658      0.0943632
       0.291208       0.378521
       0.983001       0.370678
       0.703635       0.419324
       0.020539       0.795434
       0.764092        0.39198
       0.165868       0.593524
       0.396008       0.231788
       0.996246        0.38319
       0.194525         0.3043
       0.462355       0.670186
      0.0686361       0.103671
       0.918271       0.383068
       0.760491       0.320078
      0.0438246       0.730796
       0.397534       0.807733
      0.0660421       0.163701
       0.734642       0.484298
        0.18543       0.719535
       0.241401       0.693472
       0.613727       0.534928
       0.691702      0.0613422
       0.129185       0.804865
       0.411298       0.378613
       0.555803       0.970153
       0.840175       0.538896
      0.0722983       0.414686
        0.56505      0.0654622
       0.758019       0.454146
       0.479537       0.256722
       0.280526        0.89639
       0.226814       0.482315
       0.133061       0.955779
       0.582263       0.660756
       0.326273       0.802087
       0.931608       0.449904
       0.941557       0.525498
       0.500839       0.181829
       0.452071       0.798822
       0.494827      0.0727561
       0.217505       0.018128
       0.799768       0.739799
      0.0587786       0.203558
       0.406842       0.555589
       0.319346       0.440474
       0.212561       0.872158
       0.318827       0.143529
       0.352428       0.644826
       0.605609       0.923887
        0.72396       0.488205
       0.914548       0.341258
       0.855464       0.694815
       0.235725       0.322092
       0.776727        0.24781
       0.901395       0.524827
      0.0481277       0.359386
      0.0958586        0.43376
       0.603839       0.565416
       0.696371       0.462844
       0.565905       0.908322
       0.849605       0.850124
       0.685415       0.238838
       0.191168       0.624836
       0.566668       0.168462
       0.113742       0.427686
       0.330851       0.703207
       0.990478       0.466231
       0.875515      0.0904569
       0.759239       0.385876
       0.385815        0.90994
       0.775231       0.338603
       0.254128        0.93997
        0.33665      0.0296945
      0.0641499       0.830531
        0.79104       0.024781
       0.795434       0.114048
       0.627369      0.0973846
       0.905179       0.585559
       0.461287       0.899106
       0.442976       0.582842
       0.318918       0.733055
       0.855373       0.198584
       0.125584       0.712333
       0.635609       0.955504
       0.806207      0.0842921
       0.475784       0.975036
       0.902921     0.00210578
      0.0769372       0.172063
       0.116855        0.52501
       0.273751       0.505997
       0.679891       0.127964
       0.629872       0.819636
       0.962401       0.502853
         0.1601       0.297342
       0.224189       0.931425
         0.3361      0.0736717
       0.913755      0.0120548
      0.0311289      0.0234382
       0.422742      0.0212409
       0.560778       0.264779
       0.702078          0.691
         0.4756       0.406293
       0.645039       0.683615
       0.261879      0.0696738
       0.644734       0.544847
       0.606891       0.719077
        0.23133       0.417127
       0.384838       0.327921
       0.195807       0.293283
       0.019837       0.915433
       0.106052      0.0931425
       0.382031       0.483108
       0.622059        0.34312
       0.873043       0.383099
       0.515946       0.740898
       0.857326       0.649403
       0.803613       0.385937
      0.0954924       0.323069
       0.893521       0.957518
       0.335612       0.302957
       0.159764       0.620777
       0.719077       0.753197
       0.845088       0.943297
       0.157323       0.598193
       0.699911       0.601794
       0.335246       0.137303
       0.264351        0.16187
       0.498001       0.309336
       0.198981       0.710868
       0.677206       0.639119
       0.570482       0.625416
       0.512772       0.396741
       0.498642       0.255318
       0.326884     0.00100711
      0.0713218       0.804529
       0.605945       0.198309
       0.932737       0.190527
       0.547105      0.0480056
        0.45201       0.163732
       0.825465       0.245949
       0.878231       0.467635
       0.238319       0.816797
       0.387829       0.321451
       0.382488       0.706961
       0.430952      0.0061037
      0.0210273       0.309305
       0.282846        0.83517
       0.295969       0.450362
       0.206458       0.291513
       0.442518       0.872005
       0.132939       0.611652
       0.162023       0.738395
       0.265603       0.598102
       0.308939       0.199561
       0.514267       0.942015
       0.048677       0.542924
       0.165593        0.83639
        0.14246       0.963836
       0.696463       0.161931
       0.515244        0.48674
       0.135563      0.0260018
       0.763237      0.0677206
       0.880856       0.936857
        0.75692       0.410138
       0.377453       0.393262
       0.996338       0.524186
        0.56386       0.172063
       0.874233       0.562151
       0.491684      0.0936918
       0.503891        0.95999
      0.0252693       0.547838
       0.267678       0.417035
      0.0281075       0.559862
       0.742241       0.744743
       0.941435       0.679678
       0.157262       0.115726
       0.161687       0.473952
      0.0435804       0.744743
       0.123508       0.903378
       0.226905       0.532151
       0.493301       0.365459
       0.823481       0.701926
       0.380993       0.685263
       0.394086       0.964721
       0.975433       0.833857
       0.912503       0.237709
        0.50969       0.657277
       0.704367       0.452559
       0.963073         0.3961
      0.0133976       0.481979
       0.405225        0.27723
       0.350749       0.717215
       0.389477       0.959532
       0.283334       0.326884
       0.301157       0.113834
       0.818537       0.728813
      0.0669576        0.91934
      0.0404675       0.305857
       0.132389        0.75692
       0.154546       0.897519
       0.112583       0.881314
       0.596454      0.0974761
      0.0234077       0.352611
       0.361858       0.889981
       0.499008      0.0093997
       0.213141       0.654347
       0.901578       0.763512
       0.919218      0.0707419
       0.730308       0.998596
        0.18479        0.95703
       0.235267       0.353679
       0.425581       0.568651
       0.642628       0.672262
      0.0450148       0.392895
       0.897427        0.39903
       0.369701         0.9682
        0.33018       0.205023
       0.898862       0.760247
        0.15363       0.122379
       0.024659       0.625996
       0.195746       0.970397
       0.879757       0.896847
       0.775445       0.353526
       0.467391        0.61211
       0.126743      0.0132756
       0.731681       0.934172
       0.278634       0.814539
       0.723075       0.276559
        0.79577       0.147923
       0.516068       0.176153
       0.286691      0.0297861
      0.0348827       0.440718
      0.0864284       0.680288
       0.443922       0.603137
      0.0187078       0.861324
       0.258431       0.213569
       0.644398        0.75576
       0.832789    0.000701926
       0.903043       0.668661
       0.381237       0.433332
       0.552721        0.33198
       0.188818       0.713706
       0.315348      0.0943022
       0.167333       0.733665
       0.132969        0.77633
         0.4138      0.0250252
          0.442       0.473708
       0.926756       0.235206
       0.870937      0.0885342
        0.13715       0.159673
       0.268319       0.870479
       0.410077       0.862026
       0.467238        0.74868
        0.17307        0.91348
       0.691855       0.736503
       0.828059       0.282723
      0.0133366       0.189276
       0.102359       0.907163
       0.760643        0.19715
       0.995911       0.477279
       0.292276       0.893551
       0.979705       0.465133
      0.0364696       0.961455
       0.603107       0.928159
       0.204321       0.117588
        0.16538        0.11951
      0.0833766       0.857112
       0.607776        0.43672
        0.31782        0.23835
       0.282723       0.738914
      0.0805994       0.990875
       0.756249       0.564806
        0.54503       0.726096
       0.299753       0.282357
       0.561022       0.533464
       0.227577       0.701041
       0.942869       0.742119
       0.736442        0.17835
       0.274483       0.129948
       0.403088       0.752129
       0.638661       0.361431
       0.996612       0.328623
       0.176061       0.934751
       0.760979       0.459456
       0.880978       0.420423
       0.825068       0.736991
       0.539262       0.271828
       0.895627       0.340403
       0.215339       0.989502
       0.889615       0.763421
       0.194311       0.919889
       0.662435       0.254738
        0.78515       0.470626
       0.487991     0.00283822
       0.891629      0.0224616
       0.447096       0.596088
       0.757195       0.320231
       0.380047       0.789178
       0.789758       0.623188
       0.560289       0.108158
       0.872768       0.396649
       0.744652       0.323984
      0.0690023         0.8258
       0.757134       0.326518
       0.123203       0.932859
       0.261788       0.430616
       0.669546       0.579333
        0.88171       0.644551
       0.550768       0.134068
       0.319559       0.933012
       0.154668      0.0884732
       0.636677     0.00515763
       0.174413       0.400555
       0.346263       0.659658
       0.699118       0.848445
       0.477676       0.217139
      0.0404981       0.175085
       0.267342      0.0723899
       0.202368       0.305246
       0.633015       0.896481
       0.398724       0.415784
       0.087466       0.520524
       0.527024       0.140965
       0.247993      0.0327769
     0.00274667       0.693625
       0.597644       0.119419
       0.861782        0.18366
       0.654714       0.180853
       0.536088       0.915128
       0.207007       0.254707
       0.210028       0.942808
        0.76635       0.276833
       0.162755       0.670095
       0.900204       0.711051
     0.00305185       0.769158
       0.596759      0.0797754
       0.203284       0.204199
        0.31904       0.425977
       0.838221       0.640156
       0.905118       0.238075
        0.93527      0.0166631
       0.969878       0.869045
       0.342265       0.569994
       0.965361       0.980773
       0.519181      0.0829188
       0.555315        0.04532
       0.159703       0.644734
       0.460646       0.433943
      0.0493484        0.70217
       0.431532       0.124851
      0.0660421       0.682485
       0.503098       0.562273
       0.729545       0.970214
        0.19013       0.696097
       0.205939       0.518571
       0.778069       0.735282
       0.173711        0.87698
       0.365215       0.644917
       0.456771       0.915708
       0.813898       0.918821
       0.832026      0.0291757
       0.265419       0.658712
       0.916562      0.0990631
       0.376293        0.49147
       0.541337       0.998169
       0.930998       0.355174
       0.517502       0.916654
       0.988037       0.685934
         0.2013       0.292154
       0.215644      0.0360729
       0.764275       0.624104
       0.573168       0.655446
       0.574816       0.954405
       0.993957      0.0664693
       0.597095       0.295206
       0.226997       0.165166
       0.213996       0.785455
       0.492904       0.878292
       0.380169       0.856868
       0.110233       0.908658
       0.511032       0.191046
       0.749321       0.599445
      0.0149541       0.749199
       0.468764        0.44908
       0.873745       0.654653
       0.191748       0.307627
       0.178442       0.210913
       0.777978       0.785974
      0.0264595       0.835139
       0.347423       0.909391
       0.686361       0.189245
      0.0124821       0.546281
       0.435987       0.289438
       0.674459       0.643757
       0.981506       0.875301
      0.0406201       0.800928
       0.862026       0.820246
       0.518662       0.211402
       0.747124        0.86401
       0.143803       0.506302
      0.0332041       0.448622
       0.195776        0.52852
       0.644978        0.93939
       0.661275       0.570452
       0.447951      0.0116276
       0.198431       0.105472
       0.178869       0.484817
       0.759545       0.544755
       0.299905       0.385144
       0.528123      0.0510269
        0.68273        0.51796
       0.326853       0.940092
       0.529069       0.331217
       0.152287       0.701163
       0.433912       0.351085
        0.99292       0.168279
       0.997406       0.971129
       0.586413       0.872799
        0.89172       0.876217
       0.273141       0.108737
       0.789636       0.882595
       0.600909       0.742912
      0.0602741       0.475082
       0.838466       0.299539
       0.639027        0.82281
      0.0531938       0.352397
       0.977203       0.554613
       0.909665       0.754051
